x1,geo,pct_poverty_married,pct_labor_force,pct_unemployed,pct_not_in_labor_force,pct_female_labor_force,pct_parents_lf_under6,pct_parents_lf_6_17,pct_work_from_home,est_commute_time_min,pct_mgmt_occ,pct_service_occ,pct_manufacturing,pct_health_edu,pct_private_workers,pct_gov_workers,pct_self_employed,est_median_hh_income,est_mean_hh_income,est_per_capita_income,est_median_nonfamily_income,est_male_earnings,est_female_earnings,pct_ssi,pct_public_assistance,pct_snap,pct_poverty_all,pct_poverty_female_head,pct_poverty_18_64,pct_private_insurance,pct_uninsured,year,gdp_per_capita,gdp_pc_growth,post_covid
81,Nevada,5.9,63.5,5,36.5,58.2,63.4,70.8,3.7,24.2,27.4,27.4,4.5,15.2,83.4,11.4,5.1,52431,70576,27220,34734,43681,36565,4.3,3.4,13.1,10.9,26.6,13.9,64.5,12.3,2015,52659.67144855677,2.161399259782537,0
133,Nevada,5.6,63.3,4.2,36.7,58.4,65.8,70.4,4.2,24.1,28.9,26.5,4.3,15.4,83.3,11.4,5.2,55180,73383,28117,35412,45326,36681,4.3,3,13.1,10.2,26,13.1,64.7,11.4,2016,53435.3351795051,1.4729748773804507,0
185,Nevada,4.8,63.7,3.8,36.3,58.6,63.1,69.8,4.3,24.2,28.9,26.7,4.6,16.3,83.1,11.5,5.3,58003,78424,30166,38579,45439,37880,3.9,2.6,12.2,9.1,22.6,12.1,64.9,11.2,2017,54910.421833473134,2.7605079092566376,0
237,Nevada,5.1,63.6,3.5,36.4,58.9,67.4,71.5,4.2,24.9,30.4,24.9,4.7,16.3,82.7,11.5,5.7,58646,81039,31604,38643,46556,40004,4.5,2.7,11.2,9.1,21.5,12,64.9,11.2,2018,55642.95671827698,1.3340543750062661,0
289,Nevada,4.6,63.6,3.2,36.4,58.1,63.9,71.9,4.9,25.6,30.4,25.7,5,16.2,82.9,11.4,5.4,63276,86946,33575,41065,46706,40775,4,2.6,10.5,8.7,22.5,11.7,65,11.4,2019,56953.32976787992,2.3549666065328267,0
341,Nevada,6.7,63,6.1,37,58.4,65.7,69.3,13,24.6,33.9,22.1,5.4,18,81.2,13.4,5.3,66274,89961,34933,42026,52398,44906,4.3,4.2,13.6,10.6,22,13.2,62.7,11.6,2021,58002.1991620062,1.8416296262239173,1
393,Nevada,5.4,63.3,3.4,36.7,58.5,67.2,70.4,12.2,24.5,33.5,22.6,5.5,16.2,82.5,11.8,5.4,72333,98422,38183,46176,53821,46691,4.7,3,13.4,9.1,21.1,11.6,63.4,11.1,2022,61196.97061244836,5.508017793461284,1
445,Nevada,4.8,63.5,2.9,36.5,58.7,65,70.8,11.6,25.5,35,21.6,5.4,16.5,82,12.2,5.5,76364,103067,40463,50647,57351,48602,4.4,2.8,13.1,8.6,20.4,11,64.1,10.8,2023,62645.212182703806,2.3665249370380614,1
497,Nevada,4.1,64.6,4,35.4,60.7,71.2,75.4,11.3,25.7,34.6,23.5,5,17.2,80.9,12.7,6.2,81134,109620,42545,51606,60753,50327,3.8,2.8,11.9,8,20.6,10.8,63.9,11.4,2024,63731.10790298453,1.7334057662917957,1
30,New Hampshire,2.4,68,3.5,32,63.2,67.5,75.6,6,27,39.4,16,11.9,24.2,80.4,12.7,6.7,66532,86622,34691,37522,55617,42052,4.3,2.6,7.9,6,23.7,8.9,76.2,9.2,2014,57587.256428109424,NA,0
82,New Hampshire,2,67.8,2.9,32.2,63.3,72.4,75.3,6.5,27.6,40.1,15.9,12.7,25.1,80.6,12.8,6.5,70303,89735,35925,40044,56525,43172,5,3.2,7.8,5,20.4,8,77.4,6.3,2015,59305.03633699196,2.9829167344114893,0
134,New Hampshire,1.8,67.6,2.4,32.4,64,75.2,75.2,6.3,26.9,39.9,16.8,12.2,24.5,80.2,13.2,6.6,70936,90910,36320,38603,53581,44550,5,2.1,7.1,4,14.1,7.8,76.5,5.9,2016,60085.18308483926,1.3154814431176387,0
186,New Hampshire,2.1,67.9,2.6,32.1,64,69.5,74.3,6.2,27.3,41.7,15.8,11.7,24.7,80,13.3,6.6,73381,94780,38237,41469,57966,46044,4.7,2.1,7,4.9,18.8,7.4,76.7,5.8,2017,60115.44770233895,0.050369518649806544,0
238,New Hampshire,1.8,67,2.4,33,62.6,70.8,78,6.9,27.6,40.5,16.5,12.7,24.2,81.4,12,6.5,74991,97994,39521,40095,61046,45346,5.1,2.4,6.7,4.7,21.1,7.3,75.8,5.7,2018,60712.63054733946,0.9933933253852834,0
290,New Hampshire,1.8,66.8,2,33.2,62.4,74.4,78.7,7.3,28,42.5,15.5,13.4,24.3,80.2,12.8,6.8,77933,100882,41241,45803,60406,49291,3.9,2.2,6,4.2,15.2,7.6,75.6,6.3,2019,62051.18670647708,2.2047408374010535,0
342,New Hampshire,2.2,66.7,2.4,33.3,62,71.8,75.4,19.3,25.7,44.4,13.9,12.5,25.3,80.3,13.7,5.7,88465,111908,45365,48469,68566,51880,4.5,3,6,4.8,16.3,6.7,76.6,5.1,2021,65059.61854792864,4.848306698278715,1
394,New Hampshire,2.2,65.8,1.7,34.2,61.8,72.8,80.1,17.3,26.7,45.5,14,13,23,80.3,13.3,6.2,89992,119452,49281,52292,73072,55028,3.8,2.2,6.5,4.1,14.3,7.1,75.6,4.9,2022,65658.75271274702,0.9209002115144749,1
446,New Hampshire,2.3,66.5,1.7,33.5,62.8,74.5,77.5,16.1,27.1,46.1,14.3,12.4,24,81.6,12.4,5.9,96838,124500,51587,55035,75512,57240,3.9,1.9,6.3,4.8,16.5,6.8,75.9,4.7,2023,66816.83588649548,1.7637910040950722,1
498,New Hampshire,2.4,66.4,1.8,33.6,62.7,72.8,80.8,16,27.5,46.3,14.9,13.1,25.1,80.8,12.8,6.2,99782,128604,53064,55415,75397,61442,4.1,2.2,6.5,4.3,14.3,7.2,76.8,4.5,2024,67394.23990321743,0.8641594727754054,1
31,New Jersey,4,66.1,5,33.9,60.5,66.4,72.1,4.2,31.1,41.2,16.9,8.3,23.8,81.7,13.4,4.8,71919,99055,36593,40828,60870,48943,4.2,2.4,9.2,8.3,22.5,10,70.9,10.9,2014,64359.82545712737,NA,0
83,New Jersey,4,65.2,4.3,34.8,59.8,66.3,71.5,4.1,31.3,41.3,16.6,8,23.6,81.8,13.2,4.9,72222,101061,37245,40142,61462,50373,4.6,2.4,9.4,8.1,22.6,9.7,71.3,8.7,2015,65546.16117223386,1.8432860976242749,0
135,New Jersey,3.6,65.3,3.9,34.7,59.7,67.4,72.7,4.4,31.7,42.1,16.4,8.3,23.4,82.3,13,4.6,76126,105185,38911,41163,62311,50574,4.5,2.1,9.4,7.6,21.6,9.5,72.3,8,2016,66157.00037324266,0.9319221600235572,0
187,New Jersey,3.7,65.4,3.5,34.6,60.1,66.6,72.9,4.6,32.1,42.9,16.2,8.3,23.9,82.1,13.3,4.5,80088,110120,40567,44186,64497,51538,4.5,1.9,8.9,7.3,20.4,9,72,7.7,2017,66390.29484998391,0.3526376278021326,0
239,New Jersey,3.3,65.8,3.2,34.2,60.3,68.4,74,4.7,32.4,43.4,15.8,8,23.9,82.2,13.2,4.5,81740,114853,42815,45866,66532,52383,4.5,1.6,8.2,6.9,20.6,8.4,72.8,7.4,2018,68253.55695685766,2.806527838269113,0
291,New Jersey,3,66,3.1,34,60.7,70.6,73.6,4.9,33.1,44.9,15.9,8,24.3,81.7,13.6,4.6,85751,119301,44888,49643,67007,53810,4.1,1.6,7.4,6.2,18.3,8.1,71.7,7.9,2019,69584.19157334091,1.9495461860314922,0
343,New Jersey,4,65.6,5.3,34.4,60.7,69.3,72.2,22.1,28.6,47.9,13.7,8.2,24.1,80.3,14.6,4.9,89296,124951,47338,50424,75297,61802,4.5,3,9.1,7.4,20,9,71.2,7.2,2021,68111.76679372998,-2.116033464381073,1
395,New Jersey,3.7,66.2,3.3,33.8,60.9,70,74.5,16.7,30.3,47.7,14.4,8.3,24.1,80.6,14.5,4.7,96346,134191,51272,54589,75939,63224,4.9,2.6,9.6,6.8,17.6,8.5,71.2,6.8,2022,69744.50018401012,2.3971385079830876,1
447,New Jersey,3.6,66.9,3.2,33.1,62.1,74.1,76.8,14,31.4,47.4,15.5,8.3,24.2,80.7,14,5.1,99781,138153,52583,58033,78841,65181,4.6,2.1,9.7,7.1,19.9,8.5,70.1,7.2,2023,70494.71997479595,1.0756687463620684,1
499,New Jersey,3.3,66.9,3.6,33.1,62.5,75.2,77.3,13.5,31.9,47.8,15.2,7.7,24.4,80.7,14.1,5.1,104294,143216,53818,60668,80925,66551,4.6,2.1,9.1,6.5,17,8.2,70.5,7.7,2024,71099.5614091375,0.8579953712246846,1
32,New Mexico,9.5,59,5.1,41,54.1,58.2,66.9,4.8,21.8,35.2,21,4.4,25.2,72,21.4,6.4,44803,61470,23683,27160,41561,32473,6,2.2,15.5,16.5,37.4,20.1,54.3,14.5,2014,44311.312215462756,NA,0
84,New Mexico,8.7,58.4,4.3,41.6,53.5,58.5,68.3,4.8,21.7,34.5,21.5,3.6,24.9,72,21.5,6.3,45382,62747,24388,26838,41440,35070,6.9,2.5,17.5,14.8,34.1,19.6,54.6,10.9,2015,44737.18835388846,0.9611002634155597,0
136,New Mexico,8.2,58.2,4.3,41.8,54.2,61.6,67.6,5.1,21.9,35.9,21.1,3.8,25.9,70.8,22.4,6.7,46748,64515,25146,28883,42297,34668,6.1,2.7,16.9,15.3,35.5,18.1,55.1,9.2,2016,44464.06426593328,-0.6105079420607784,0
188,New Mexico,8.4,56.8,3.7,43.2,52.7,61.8,66.8,5.1,22.3,37.4,20.8,4.1,25.6,71,22.5,6.4,46744,64604,25311,29887,42690,35523,6.1,3.5,17.4,15.2,33.5,18.8,54.4,9.1,2017,44537.528836358564,0.16522234671554337,0
240,New Mexico,8.8,56.2,3.4,43.8,52,59.8,64.4,5.1,23,36,20.1,4,24.1,71.7,21.3,6.8,47169,66752,26529,29476,42673,35683,6.8,3.7,17.3,15.1,33.6,18.6,54.3,9.5,2018,45887.43472251277,3.030940246177738,0
292,New Mexico,8.3,58,3.1,42,53.2,62.8,68.2,5.1,22.6,37.6,20.7,4.1,25.7,71.6,22.5,5.7,51945,71591,28423,32958,46982,36659,5.9,3.6,16.4,13.7,28.4,17,53.7,10,2019,47790.329171655634,4.146874761358776,0
344,New Mexico,8.1,56.9,4.4,43.1,53.2,63.9,70.6,15.2,23.2,41.5,18.9,4,25.8,69.1,24,6.6,53992,76989,31043,35517,51149,43227,5.6,4.6,20.7,14.3,31.9,18.2,53.3,10,2021,47938.03428895291,0.30906905195555723,1
396,New Mexico,7,58.5,2.8,41.5,53.9,63.8,69.2,12,23.7,40.2,19.1,4.4,25.7,68.6,23.8,7.3,59726,82382,33916,36532,53356,45623,5.8,3.6,19.4,12.6,26.7,17,54.4,8.2,2022,49323.120946546835,2.8893271869370407,1
448,New Mexico,6.7,58.6,2.8,41.4,54,66,71,10.7,23.2,41.6,19.4,4.7,25.6,70.2,23.3,6.3,62268,85782,35510,42058,54786,45826,6.1,3.3,20,14.3,32.7,16.4,54.1,9.1,2023,53818.03563264002,9.113200056753268,1
500,New Mexico,7.4,58.7,3,41.3,54.2,63.3,67.3,10.3,24,41.1,18.2,4.4,24.7,71,22.2,6.5,67816,91875,37978,44453,60234,50164,6.4,3.1,19.3,13.2,27,15.3,52.6,10.1,2024,55974.212586762864,4.006420763553753,1
33,New York,6.3,63.2,4.6,36.8,58.6,64.8,68.8,3.9,32.6,39.6,20.4,6.3,27.5,78.9,15.2,5.8,58878,86563,33095,37063,51580,44781,6.4,3.4,15.6,12.2,28.7,14.6,65.5,8.7,2014,78122.53748467634,NA,0
85,New York,6,63.2,4.1,36.8,58.6,65.8,69.4,4,33.1,39.9,20.2,6.1,27.4,79,15,5.9,60850,89908,34297,38111,52124,46208,6.5,3.3,15.3,11.6,27.4,14.2,65.9,7.1,2015,79656.59206562278,1.9636517583000224,0
137,New York,5.9,63.1,3.7,36.9,58.4,64.8,69.8,4.3,33.4,40.3,20.2,6,27.2,79,15.2,5.7,62909,93373,35534,39313,53124,47358,6.3,3.4,15,10.9,25.5,13.5,66.6,6.1,2016,81001.02508653449,1.6877862660809484,0
189,New York,5.4,63.2,3.5,36.8,58.6,66.4,70.3,4.3,33.7,40.9,20.2,6.1,27.7,78.8,15.2,5.9,64894,97116,37156,40350,55636,48901,6.2,3.4,14.8,10.4,25,12.9,66.9,5.7,2017,82924.01865503812,2.374036089604137,0
241,New York,5.5,62.9,3.1,37.1,58.6,67.5,71.2,4.5,34,41.7,20.3,5.8,27.9,78.8,15.3,5.7,67844,100422,38884,41092,58064,50921,6.5,3.4,14.6,10,23.7,12.4,67.2,5.4,2018,85201.51710250328,2.746488272522707,0
293,New York,5,63.4,2.8,36.6,59.3,68.9,71.2,4.8,34,43.1,20.2,5.7,28.7,78.7,15.7,5.3,72108,107355,41857,44681,60686,51927,6.3,3.5,14.1,9.3,22.1,11.6,67.5,5.2,2019,87568.8654615745,2.778528410736092,0
345,New York,5.6,62.5,5.5,37.5,58.9,68.1,71.2,19.6,31.4,46.2,18.1,5.8,29.7,77.5,16.8,5.6,74314,109732,43078,45740,67512,59869,6.1,4.8,15,10.1,22.9,12.8,65.9,5.2,2021,88254.13422352876,0.782548407293171,1
397,New York,5.6,62.8,3.2,37.2,58.9,69.4,72.3,14.5,33,45.9,18.7,5.7,28.6,77.8,16.1,5.9,79557,119130,47421,50181,69350,60899,6.1,4,16.3,10.3,23.6,13.1,65.4,4.9,2022,90374.4656134713,2.4025292510061913,1
449,New York,5.9,63,3.1,37,59.2,70.8,74.1,12.4,32.8,46.2,19,5.9,29,78.1,16.1,5.6,82095,122227,48847,51619,70976,62019,6.3,3.9,16.2,10.3,22.6,12.7,65.1,4.8,2023,90636.57557563239,0.2900265693211779,1
501,New York,5.8,63,3.3,37,59.5,71.9,73.9,11.8,33.2,47,18.9,5.6,29.2,78.2,16.1,5.6,85820,128562,51002,53817,72097,65869,6,4.3,16.2,9.8,21.6,12.7,64.5,5,2024,91996.43785273435,1.5003460451429085,1
34,North Carolina,6.1,62.4,5.1,37.6,57.2,65.1,70.5,4.7,23.9,36.1,17.7,12.1,23.1,79.6,14.5,5.7,46556,65099,25774,28820,41857,35481,5.3,1.7,14.4,12.8,33.5,16.4,65.5,13.1,2014,51299.91612405589,NA,0
86,North Carolina,5.5,61.9,4.2,38.1,56.6,64.9,70.1,5,24.3,36.6,17.1,12.5,23,79.8,14.3,5.7,47830,67516,26801,29387,42039,36113,5,1.9,14.2,11.8,31.7,15.5,66.8,11.2,2015,52328.15507245135,2.004367698982046,0
138,North Carolina,5.2,62,3.8,38,57,64.9,71.3,5.4,24.4,37.1,17.4,12.2,23,80.2,14,5.7,50584,70544,28156,30977,45180,36987,5,1.8,13.5,11.2,31.2,14.6,67.6,10.4,2016,52776.90905609064,0.8575765436751315,0
190,North Carolina,5.2,62.4,3.2,37.6,57.5,67,71.7,6.1,24.9,37.6,17.5,12.8,22.7,80.1,13.9,5.8,52752,74106,29560,31627,46289,38784,4.9,1.6,12.3,10.6,28.5,13.7,67,10.7,2017,53213.60234446938,0.8274324817215462,0
242,North Carolina,4.9,62.4,3.1,37.6,57.4,67,72.3,6,24.8,38.4,17.4,12.3,22.6,80.5,14,5.4,53855,76693,30737,33347,46941,39126,4.9,1.4,11.6,10.2,27.6,13.2,67.3,10.7,2018,53561.2092278988,0.6532293776678522,0
294,North Carolina,4.3,62.3,2.8,37.7,57.4,67.3,73.1,6.7,25.7,39.3,16.9,11.8,22.8,80.8,13.2,5.7,57341,80037,32021,34864,47524,40640,4.7,1.5,11.6,9.6,27.7,12.7,66.6,11.3,2019,54085.728128787596,0.9792887585061916,0
346,North Carolina,4.5,62.2,3.5,37.8,57,66.2,72,18.8,24.5,42.1,14.9,11.9,22.7,79.6,14.1,6.1,61972,86804,35254,36966,52421,44297,4.6,2.2,13.9,9.4,25.8,12.6,66.9,10.4,2021,56721.7481268994,4.8737811051281055,1
398,North Carolina,4.5,62.8,2.3,37.2,57.8,67.3,71.3,16.8,25.1,42,15.3,11.7,22.2,80.6,13.5,5.8,67481,94353,38701,41534,55156,47092,4.7,1.6,13.4,9.3,26.3,11.7,67.8,9.3,2022,57974.96265564507,2.209407449752687,1
450,North Carolina,4.7,63.2,2.5,36.8,58.2,68.9,73.2,16.1,25.3,43.6,15.4,11.7,22.5,80.5,13.6,5.7,70804,98139,40414,43431,57845,50254,4.6,1.6,12.6,9.1,24.1,11.6,67.3,9.2,2023,59147.78617694193,2.0229827973553105,1
502,North Carolina,4.5,63.4,2.5,36.6,58.7,68.2,73.1,15.4,25.7,43.6,15.9,11,22.8,80.5,13.7,5.6,73958,103766,42777,45293,61870,51711,4.5,1.7,12,8.8,23.1,11.6,67.1,8.6,2024,60091.199279482804,1.5950099970244436,1
35,North Dakota,2.3,69.4,2.1,30.6,64.3,68.9,76.4,5.3,17.6,35.9,17.1,6.2,24,75.3,16,8.5,59029,79136,33071,33528,50624,36087,3.3,2.5,8.2,7.4,34,11,80.1,7.9,2014,81481.07036884625,NA,0
87,North Dakota,2.9,70,1.8,30,64.5,66.1,79.4,4.5,16.6,35.3,16.9,6.8,23.9,77,14.8,7.9,60557,81460,34063,35427,52031,37016,3.3,1.7,6.9,6.9,25.4,11,80.6,7.8,2015,77685.80493079756,-4.657849265931812,0
139,North Dakota,2.8,71,2,29,65.6,73.5,75.8,5.1,17.4,36.1,17.6,6.6,25.1,77.9,15.2,6.8,60656,79185,33339,37158,51789,38407,3.1,1.8,7.2,6.4,27.2,10.7,80.5,7,2016,72417.65130654901,-6.781359385979735,0
191,North Dakota,2.9,71.2,2.1,28.8,65.2,76.3,80.9,4.6,16.5,37.3,17.5,7.1,25.3,77.2,15.3,7.1,61843,80663,34041,35233,51563,40964,2.5,2.5,6.3,6.1,24.8,10.2,79.8,7.5,2017,74700.79484113088,3.1527445220739914,0
243,North Dakota,2.6,69.6,1.9,30.4,64.3,75.4,78.4,3.7,17.7,37.7,18.1,7,26.7,76.5,16,7.2,63837,82435,34848,39289,55608,40582,3,2.2,7,5.7,21.4,11.1,79.7,7.3,2018,76988.98247774523,3.0631369337913217,0
295,North Dakota,3.3,70.4,1.8,29.6,64.6,76.1,83.7,3.6,17.9,38.3,16.7,6.6,26.3,75.8,16.5,7.4,64577,85551,36611,38698,54899,41718,2.8,1.7,6.9,6.5,24.3,11.3,79.1,6.9,2019,77787.91814844107,1.0377272760122347,0
347,North Dakota,2.7,68.1,1.9,31.9,62.1,70.6,76.5,8.9,17.5,40.2,17,6.5,26.3,74.1,17.6,8.1,66519,86666,36497,38264,57121,45182,2.7,2,6.2,6.3,27.8,11.8,77.3,7.9,2021,73718.50324623992,-5.231422821260701,1
399,North Dakota,3.1,68.7,1.5,31.3,64.1,71.2,77.5,7.6,18.3,40.3,15.8,7.9,25,74.9,17.5,7.4,71970,97699,41800,43372,61786,47704,3.3,1.9,6.3,6.5,27.7,11.4,78.4,6.4,2022,73098.89501416961,-0.8405057140140948,1
451,North Dakota,2.7,69.4,1.9,30.6,65,75.9,81.2,8.3,18.5,42.5,15.4,7.7,26.1,74,19,6.8,76525,98324,42814,45661,66287,50463,2.9,1.7,7.1,5.3,18.7,9.9,80.8,4.5,2023,78918.80148042552,7.961688702856273,1
503,North Dakota,3.7,68.4,1.3,31.6,64.2,72.9,74.9,7.1,17.5,41.4,16.2,7.4,25.4,74.8,17.5,7.4,77871,103487,45281,48273,65646,51633,3.5,1.8,6.4,7,23,10.8,79.3,6.1,2024,79868.21059583784,1.2030201898691972,1
36,Ohio,4.5,63.3,4.5,36.7,58.9,68.6,73.4,3.6,23.2,35.6,17.3,15.5,24.1,83,12,4.8,49308,66252,26937,28786,47737,37140,5.9,3.1,14.9,11.6,34.7,15.1,69,8.4,2014,53846.505768757066,NA,0
88,Ohio,4.2,63.2,4,36.8,58.9,69.6,72.4,3.7,23.4,35.7,17.3,15.5,23.8,82.7,12,5.1,51075,68880,28001,30647,50051,37365,5.9,3.1,14.3,10.7,32.1,14.3,69.7,6.5,2015,54487.83654547308,1.1910350867894826,0
140,Ohio,4.3,63.2,3.6,36.8,58.7,69.5,73.8,4.3,23.4,36,17.6,15.5,24.2,83.3,11.8,4.8,52334,71456,29164,31164,50227,38750,6,3.1,13.8,10.5,30.8,14.1,69.5,5.6,2016,54824.24489220846,0.6174008146838883,0
192,Ohio,3.9,62.9,3.2,37.1,58.8,70.5,74.7,4.2,23.6,36.7,17.4,15.1,24.1,83.2,11.8,4.8,54021,73337,30038,32007,51000,39774,6.1,3.1,13.2,9.8,29.3,13.4,69.1,6,2017,55906.38920610549,1.9738426238695261,0
244,Ohio,3.8,63.1,3.1,36.9,58.9,70,74.2,4.4,23.6,37.3,17.1,15,24.2,83.4,11.7,4.7,56111,76151,31293,33107,51681,40913,6.2,2.5,12.3,9.7,29.5,13.3,68.6,6.5,2018,56178.24392178268,0.4862677048860675,0
296,Ohio,3.5,63.5,2.9,36.5,59.2,68.6,74.3,4.6,24.3,38.1,17,15.3,24.1,82.6,12.4,4.8,58642,79505,32780,35147,52039,41184,6,2.4,12,9.2,28.4,12.4,68.9,6.6,2019,57629.504261400434,2.583313820984423,0
348,Ohio,3.7,62.6,3.4,37.4,58.6,68.7,74,14.8,23.1,40,15.8,14.9,24.1,82.2,12.6,5.1,62262,84572,35119,37034,57177,46068,5.6,3.1,13,9.4,28.4,12.6,67.6,6.5,2021,58804.85923368417,2.0395021393077917,1
400,Ohio,4,63.1,2.3,36.9,58.7,71,74.7,13,23.5,40.9,15.6,14.9,24.2,82,12.8,5,65720,90109,37932,40164,60600,48971,5.5,2.1,12.6,9.3,28.3,12.8,68.1,5.9,2022,59029.014147956426,0.38118433951435104,1
452,Ohio,3.8,63.5,2.6,36.5,59.5,70.6,76.6,11.9,23.5,41.3,15.8,14.5,24.3,81.9,12.9,5,67769,93500,39395,41286,61570,50981,5.4,2,12.4,9.2,27.2,12.5,67.3,6.1,2023,59957.04748911579,1.572164730437886,1
504,Ohio,4,63.5,2.5,36.5,59.7,70.4,74.7,11.9,23.8,41.7,15.9,14.5,24.8,82.1,12.9,4.9,72212,97483,40934,43070,65375,51851,5.7,1.9,11.6,8.7,25.2,12,67.2,6.7,2024,60873.48208833247,1.5284852033166763,1
37,Oklahoma,6,61.3,3.4,38.7,55.6,61.6,67.7,3.6,21.3,34.1,17.1,10,22.7,77.1,16.7,5.9,47529,64584,25229,27680,43803,32186,5.6,3.1,13.8,12.2,34.1,16.2,63.5,15.4,2014,48096.26346963939,NA,0
89,Oklahoma,5.7,61.3,3.3,38.7,55.5,62.6,68.7,3.7,21.4,33.6,17.6,9.5,22.3,77.6,16.2,6,48568,66260,25762,28036,43829,32096,5.8,3,13,11.7,33.3,15.5,64.7,13.9,2015,49556.759488129195,3.0366101504158305,0
141,Oklahoma,5.5,61,3.6,39,55.5,62.5,68.1,4.3,21.4,34.1,17.4,9.5,21.9,76.6,16.9,6.3,49176,66547,25880,28564,46027,33972,5.6,2.8,13.3,11.5,33.8,15.5,64,13.8,2016,48392.71380904412,-2.3489140353575966,0
193,Oklahoma,5.8,61,3.2,39,55.6,62.7,69.5,4.3,21.9,35.1,17.8,9.1,22.5,76.7,16.7,6.4,50051,68020,26472,28870,46114,35488,5.7,2.7,13.2,11.6,31.5,15.2,64,14.2,2017,48947.1481863188,1.1456980475665457,0
245,Oklahoma,5.7,61.2,2.6,38.8,55.8,63.9,69.2,4.1,22.1,34.4,17.5,9.7,22.2,77.1,16.2,6.5,51924,71632,28011,31278,47031,35556,5.7,2.9,12.5,11.4,31.7,14.9,64.1,14.2,2018,49709.92684648717,1.5583720164141779,0
297,Oklahoma,5.4,60.9,2.6,39.1,55.6,63.2,70.5,4.4,22.7,36.2,17.5,9.5,23,75.8,17.1,6.8,54449,75537,29666,32185,49721,36494,5.3,2.9,12,10.8,29.9,14.7,63.9,14.3,2019,50514.65961871155,1.6188572852049,0
349,Oklahoma,5.7,61,3.6,39,56.3,63.2,69.4,10.4,22,38,16.9,9.1,23.5,75.2,17.8,6.7,55826,75430,29969,32980,51289,39781,5.3,3.3,13.8,11.5,31.6,14.8,62.2,13.8,2021,48836.19351025356,-3.3227307105049952,1
401,Oklahoma,6.2,61,2.5,39,55.5,64.5,70.7,9.4,22.7,38.1,16,9,22.2,75.9,17.3,6.7,59673,82741,32930,35419,52833,42012,5.4,2.8,14.9,11.4,29.1,15.2,61.7,11.7,2022,48237.2984853156,-1.2263343677926364,1
453,Oklahoma,6.2,61.2,2.8,38.8,55.9,64.2,70.1,9.1,22.6,38.6,16.3,9.1,23,75.9,17.5,6.4,62138,85650,34206,37256,55167,43098,5.5,2.5,15.1,11.6,30.5,15.1,61.5,11.4,2023,50969.03155426074,5.663113720551194,1
505,Oklahoma,5.6,61.5,2.8,38.5,56.8,64.2,69.7,8.9,22.7,39.6,16.3,8.8,23.9,74.8,18.4,6.5,66148,90075,35882,39816,56776,45853,5.7,2.7,14,10.9,29.1,14.1,62.5,11.5,2024,51324.62678371929,0.697669189731398,1
38,Oregon,6,61.5,4.8,38.5,57.1,62.3,70.4,6.4,23.1,37.1,19,11.3,22.7,78.4,13.8,7.7,51075,69210,27646,31361,47194,38801,4.7,4.2,18.9,11,30.4,16.8,65.2,9.7,2014,49378.59464519384,NA,0
90,Oregon,5.2,61.8,4.2,38.2,57.5,65.3,71,6.3,23.6,37.7,18.7,11.3,23.1,78.8,13.7,7.4,54148,73144,29117,33646,48001,38774,5.1,4.2,18.6,9.9,29.5,15.8,67,7,2015,51158.30567404795,3.6042156356252963,0
142,Oregon,4.5,61.9,3.5,38.1,57.2,62.4,69.4,6.6,23.9,38.8,17.7,11.2,22.7,79.3,13.5,7,57532,77460,30822,35305,50676,40193,5.1,3.6,16.8,8.5,26.2,13.7,68.3,6.2,2016,52468.8690291945,2.5617802190258665,0
194,Oregon,4.8,62.4,3.2,37.6,58,62.5,72.1,7.4,24.3,38.9,17.8,11.5,22.9,79.6,12.9,7.4,60212,80144,31950,36665,50965,41572,5,3.3,15.4,8.8,26.4,13.4,67.5,6.8,2017,54381.121762768686,3.6445472695631587,0
246,Oregon,4.4,62.6,3.1,37.4,58.1,65.7,71.1,7.5,23.8,39.8,18,11.3,22.7,79.4,13.1,7.2,63426,85235,34058,39377,51627,43586,4.6,3.5,14.7,8,24.2,12.8,67.7,7.1,2018,56007.21207743303,2.990174277312585,0
298,Oregon,3.6,62.5,3.1,37.5,58.5,67.2,72.2,7.3,24.2,40.4,18.1,11.1,23.6,78.3,14.5,6.9,67058,88449,35531,41733,55654,44634,5,3.1,13.4,6.6,19,11.8,68,7.2,2019,56875.75958536245,1.550777972537909,0
350,Oregon,4.3,61.6,3.9,38.4,57.4,64.8,69.1,22.7,22.6,42.5,16.6,10.8,22.9,78.3,14.2,7.3,71562,95662,38975,44491,60831,51057,4.5,4.9,15.9,7.6,20.5,12.6,67,6.1,2021,58974.88207721783,3.690715530057931,1
402,Oregon,3.9,62.4,2.7,37.6,58.7,68.2,71.8,19,22.8,43.3,17.2,10.4,22.8,78.9,13.9,6.9,75657,102923,42474,48114,62349,53693,4.8,3.6,16.1,7.7,22.5,12.3,67.1,6,2022,59877.45068022244,1.5304288388789722,1
454,Oregon,4.2,62.6,2.6,37.4,58.2,68.5,72.7,17.7,23.2,44.9,16.4,11,23.9,78.2,14.8,6.8,80160,107214,44623,50157,66891,56804,4.8,3.2,16.8,7.7,20.9,12.2,66.9,5.5,2023,60705.78901898931,1.3833894552235382,1
506,Oregon,4.2,62.9,3,37.1,59.5,67,74.2,17.1,23.2,44.3,17,10.4,24.3,78.5,14.8,6.6,85220,110900,45821,51041,70638,60543,4.6,3.8,16.4,7.3,21,11.7,66.5,5.2,2024,61741.546480408055,1.7061922399110196,1
